review,score,aplikasi
"pesanan saya di batalkan ,saya bayar pakai gopay ,tapi suda 3 hari uang saya tidak balik lagi bagai mana ini ,di chat ke admin jawaban nya mohon di tunggu 2 - 3 menit tapi gak ada jawaban selama menunggu ,tolong dong jangan memper sulit. padahal saya selalu belanja di on line disini",1,Tokopedia
Skrng tidak memuaskan dlm pengiriman barang pkknya kecewa,5,Tokopedia
sangat membantu,5,Tokopedia
tambah lelet.. update aplikasi,1,Tokopedia
"secara fitur dan tampilan suka sekali, cuma kurang promo diskon dibanding si orange",4,Tokopedia
Skrng tokopedia ga bagus.  Kurang dari tetangga sebelah yg apa2 ny mudah,5,Tokopedia
"kecewaa berat belanja disini, sudah pesan barang di jauh2 hari, terus 4hari kemudian pihak toko chat suruh batalkan pesanan dengan alasan stok habis, kecewa kecewa lebih baik belanja di shopee",1,Tokopedia
Untuk team IT...ini kenapa aplikasi nya jadi semakin lemot yah...bahkan dijaringan 5G,1,Tokopedia
"order tgl 15 , 10pagi pengiriman via sameday. hinggal tgl 16 paket blm dikirim jg... sameday gimmick suruh gantj nama jgn anteraja, tp entaraja..",1,Tokopedia
"sungguh aneh , cuma ngecek voucher & masih panjang , 5 menit kemudia mau checkout voucher hilang sendiri , padahal belum dipake , sungguh platform paling aneh",1,Tokopedia
pokok nya tokopedia top 👍👍,5,Tokopedia
"Tokopedia banyak masalah, setiap lapor di Tokopedia care hanya disuruh menunggu dan masalah tetap tidak selesai. Jawaban selalu template saja, sangat tidak membantu dan memudahkan pembeli.",1,Tokopedia
lebih sederhana dan murah,4,Tokopedia
buruk,1,Tokopedia
"Respon lambat, barang selalu jelek g datang mending shoope",1,Tokopedia
"mau buang duit aja, musti update terus.",3,Tokopedia
"saking rumitnya aplikasi sampai ada kursus dan akademinya,harap dipersimple..hapus menu yg kurg dipakai dan tingkatkan pelayanan servis center chat bergambar biar jelas kelihan dengan disertai SS",5,Tokopedia
"setiap ada update aplikasi, bukannya mempermudah malah mempersulit",1,Tokopedia
"pelayanan sangat buruk tidak ada call center yang bisa dihubungi, chat live tidak pernah menyelesaikan masalah hati-hati bagi yang bertransaksi jika ada kendala sangat sulit pelayanannya, saldo refund juga tidak cair dalam waktu yang sudah melebihi batas sudah banyak komentar di instagram saldo yang tidak masuk, saldo bonus tidak bisa dipakai banyak nipunya",1,Tokopedia
pengirim ya lambat saya sudah menunggu paket dari Jumat kemarin dan hari Selasa belum Dateng saya trauma dengan aplikasi tik tok shop,1,Tokopedia
bintang 2 sulu kalo aplikasinya bagus tidak mengecewakan penjual amanah baru 5 bintang,2,Tokopedia
mantap,5,Tokopedia
bener-bener ya ni tokopedia. gembar gembor bisa kasih diskon murah dll tapi nyatanya patner kurirnya yang ecek2 alias sering banget keterlambatan dan jauh dari target estimasi. kalo cuma mau untung dengan kerjasama dengan logistik asal2an ga gini juga lahh,1,Tokopedia
coba dulu sempat kecewa..,4,Tokopedia
biaya onkos terlalu mahal,3,Tokopedia
"dulu belanja di aplikasi sangat nyaman, tapi sekarang asliii makin gak nyaman.. mau pindahkan duit2 sendiri dari saldo Tokopedia harus nunggu maksimal 1x24 jam dan saat saya tulis ulasan ini sdh 15jam dana blm masuk/status hold.. hub cs cuma ngobrol sama robot doang! maksudnya apa sih nih!? dulu gak parah gini lho, cuman hitungan menit udah masuk... belum lagi biaya admin gede dan aplikasi semakin lemot banget, itu notifikasi inbox muncul terus padahal sudah dibaca semua! mengganggu!.. payah!!",2,Tokopedia
sangat memuaskan,5,Tokopedia
Bagussss,5,Tokopedia
good,5,Tokopedia
tidak ada solusi jika seller lama mengirim pesanan. percuma buat promo tapi pihak tokopedia melakukan pembiaran toko melakukan pengiriman lama sehingga pesanan batal secara otomatis. jika seperti ini TOKOPEDIA TIDAK AKAN BISA SEBAGUS PELAYANAN SHOPEE,1,Tokopedia
lag min,3,Tokopedia
"tokopedia skrg app nya sangat loading, pdhal internet lanjay. kadang jg error pas cari barang, contoh: soundbar 30w. payah lah",1,Tokopedia
"Iklan Pop up tokped di apk lain jujur sangat mengganggu, bukan masalah ada atau tidaknya Lebih ke lama bgtt loadingnyaa, pas di cek ternyata tokped apk paling berat No. 1 di Hp kuu bahkan ig sama game kalah 😊😊😊",3,Tokopedia
"Ambil Biaya Jasa Aplikasi bisa, melindungi hak2 konsumen tidak bisa, beli paket dari tanggal 1 sampai tanggal 15 belum ada kejelasan. hahahah",1,Tokopedia
Tokopedia = Toko banyak penipu. Tokopedia care bukan bantuin malah membiarkan penipu pindh ke oren deh.,1,Tokopedia
"Setiap update, membuat berat dan suka forced closed pada android jadul 2021.",2,Tokopedia
sangat bagus,5,Tokopedia
"Kok berat ya sekarang, kl ngelik angka "" tunggu sebentar"" lamaaa banget",3,Tokopedia
jelek aplikasi gak guna mau isi alamat gak bisa mau pesen gak bisa,1,Tokopedia
Aplikasi ampas kurirnya banyak yg gk jujur paket saya blm sampai dibilang udh sampai mana compalinnya lama banget lagi dahlah kapok pakai apk ini lagi,5,Tokopedia
ongkir nya mahal banget,1,Tokopedia
"semua sudah bagus cuma 1 kekurangan tokopedia, susah lacak barang... tidak jelas, harap detailnya lebih rinci dan transparan",5,Tokopedia
"saya beli water colant prestone 2 galon @ 5 liter, perliter 175.000 dibatalkan. katanya barangnya tidak ada, padahal dipenjualan barang ready total yang sudah bayar 425 ribu rupiah. Tokopedia mohon barang pesanan saya dikirim. Terima kasih.",1,Tokopedia
"app tokopedia sekarang rusak ya bagian pesan, terus menerus muncul notifikasi yang gak bisa ilang walau semua pesan sudah di baca semua ,sampai semua notifikasi di lihat di clik satu satu tetep saja gak ilang",1,Tokopedia
Tidak bisa menaruh lokasi,1,Tokopedia
tokopedia mantap memberikan opsi belanja online yang lengkap,5,Tokopedia
bermanfaat sekali. terimakasih,5,Tokopedia
"keren tokped,kalo buat pembayaran tagihan belanja segala macem lebih pilih ditokped",5,Tokopedia
pesen barang dah di bayar dh 4 minggu blm sampe dh complen jg ke CS dan ke seller sampe sekarng blm ada ke jelasan..,1,Tokopedia
sangat suka sekali,5,Tokopedia
berharap pelayanan lebih baik,5,Tokopedia
"Ngebug mulu, update mulu, bug baru, update lagi",1,Tokopedia
"aku suka Tokopedia, tampilan logonya lucu', 😊 tx promo diskon pulsanya... sukses selalu.",5,Tokopedia
pertama belanja normal waktu co ga ada diskon. sekarang co lagi ada diskonnya hilang semua diskonnya. payah ini aplikasi cuman modal gaya gayaan ada diskonnya,1,Tokopedia
sangat membantu dalam hal kebutuhan belanja on line..cepat respon dan cepat sampai.,5,Tokopedia
terbaik,5,Tokopedia
toped belanja online di sini mahal.diskon ongkir gak full.kadang gak ada gratis ongkir.enakan di tk s h 0 p 3 atau l a z4 d4 lebih bnyk diskon,1,Tokopedia
aplikasi ini sagat mantep baget pencarian barang sagat mudah dan barang di beli semua asli ngk ada xg kw. pokokx mantap tokopedia.,5,Tokopedia
"tolong segera update, karna skrang aplikasi sangat lambat, device s24ultra pun suka ngelag di aplikasi updatean yang skrng.",1,Tokopedia
lagi pemula memakai aplikasi ini jika dia bagus,5,Tokopedia
saya suka belanja online di Tokopedia adalah kecepatan pengirimannya yg saya suka . terimakasih Tokopedia . terus pertahankan performanya .,5,Tokopedia
Membantu mendapatkan sesuatu cukup dari rumah saja 🙏,5,Tokopedia
layanan bagus,4,Tokopedia
bagus,5,Tokopedia
seru,1,Tokopedia
kendala foto bukti pengiriman ga beres2 dari kapan tau,2,Tokopedia
mantap,5,Tokopedia
"Sekarang pengiriman jauh lebih lama, gk recommend apk ini",1,Tokopedia
mantaf proses lbh cepat dan mudah,5,Tokopedia
👍🏻,5,Tokopedia
sangat berat menjadi affiliate progam karna harus mempunyai 600 pengikut yg bikin sulit,1,Tokopedia
belanja terus tapi ga ada dapat diskon payah,1,Tokopedia
Belanja paling murah dan tanpa Ribet ya di Tokopedia,5,Tokopedia
terpercaya,5,Tokopedia
sial banget belanja di sini. udah 2 hari gua pesan tapi belum di kirim. harusnya di blokir aja selernya,1,Tokopedia
maaf saya turunin bintangnya karena sekarang sering error...cape mencetinnya...,3,Tokopedia
"masih lancaaar walau transaksi nominal kecil ..thanks tokped , jnt . tetap lancar ,tingkatkan juga layanan cs nya ..joss",5,Tokopedia
"dari 2014 dah pake Tokopedia, tapi semenjak gratis ongkir ditiadakan (kecuali langganan tokped plus) saya mulai beralih ke toko sebelah.",2,Tokopedia
kenapa saya susah dapat Saldo kredit Tokopedia card,1,Tokopedia
lumayan rekomended,5,Tokopedia
"aplikasi gak guna, mau belanja mau masuka alamatnya aja aplikasinynahenk!",1,Tokopedia
"tolong mending putus kontrak aja sama si cepat sudah banyak yang di rugikan , karena si cepat",3,Tokopedia
"voucher potongan besar gabisa dipake, tpi potongan kecil bisa, pas ditanyain ke cs jawabannya muter2 doang, gaada jawaban pasti, sempet mau dikasih kompensasi juga wacana, pdhl udh sering pake, aneh emg",1,Tokopedia
mantap,5,Tokopedia
"wah tambah kacau nih tokopedia, bayar tagihan indihome pakai gopaylater di tokopedia card juga terpotong, komplain Ai asistennya yang balas.!!! sial",1,Tokopedia
kren,5,Tokopedia
"aplikasi haram ngga bisa masuk"" padahal jaringan bagus",1,Tokopedia
mantap,5,Tokopedia
aplikasi Tokopedia kenapa jelek sekali ya sekarang? gambar barang-barang yang dijual tidak muncul,1,Tokopedia
Aplikasi lambat,3,Tokopedia
👍👍👍,5,Tokopedia
"Bintang3. ,Score 8",2,Tokopedia
ok,5,Tokopedia
"Tolong fitur foto pengiriman sama no. telp /nama kurir diperbaiki, saya jadi bermasalah sama kurir didenda 500rb",1,Tokopedia
"beresin noh aplikasi lu, masih banyak bugg sampe gua mau bayar cicilan aja gabisa jadi kena denda gua. gara gara jelek nya sistem aplikasi lu!!",1,Tokopedia
sangat dalam pembelian barang,5,Tokopedia
"Harganya berubah-ubah, beli satu masih dengan harga awal, beli banyak malah harga makin dinaikkan. Sebagai pengguna tokped saya",1,Tokopedia
Ketipu seller di tokopedia Beli TV dikirim casing HP Proses refund nya ribet Hati-hati banyak toko penipu korban nya sudah banyak,1,Tokopedia
andaikan ada bintang minus 10 saya akan kasi bintang minus 10 .,1,Tokopedia
"sinyal terkadang tidak stabil kalau kondisi hujan, untuk yang lainnya sejauh ini aman.",4,Tokopedia
"Dapat kupon promo cuma bisa buat pajangan saja, gak bisa buat co..bener bener busuk..",1,Tokopedia
"ok, amanah",5,Tokopedia
sekarang setelah sudah gak langganan plus belanja min 50rb gak pernah dapet gratis ongkir mending shoope,1,Tokopedia
gacorr,5,Tokopedia
"tolong perbaiki, sudah sepi tambah aplikasi sering gak jalan , tidak ada respon dr server, nunggu pop up iklan muncul baru bisa pencarian. tutup saja sudah , gedeg gua njir",1,Tokopedia
bagus,4,Tokopedia
"Baru pertama kali ini menggunakan aplikasi ini masih uji coba,nanti kalau lancar2 aja aku tambahin bintangnya?",3,Tokopedia
"saya pelanggan setia tokopedia. disaat saya komplain krn barang yg saya beli mengalami kerusakan, CS tokopedia kebanyakan bicara. meminta saya terus menunggu sudah hampir 2 minggu tak ada penyelesaian. beralasan investigasi terus tp tanpa hasil. sungguh memuakkan. jangan sampai berurusan sama tokopedia kembali, CS sangat lambat respond n sangat2 tidak jelas ditanya apa dijawab sprt orang bodoh",1,Tokopedia
Transaksi Mudah,5,Tokopedia
"ni aplikasi tambah lama tambah ga jelas, udah gitu tambah lemot lagi",3,Tokopedia
nice,5,Tokopedia
"gratis ongkir , top",5,Tokopedia
amanah,5,Tokopedia
mudah dan simpel,5,Tokopedia
terimakasih sudah merekomendasikan toko yang amanah dengan harga dibawah standar resmi nya,5,Tokopedia
siiiippp cepat,5,Tokopedia
"ini gimana penangannya tokopedia ? saya belanja di tipu seller barang tak sesuai , udah refund pengembalian dana , masih nunggu persetujuan. hello klo gak disetujui seller berarti duit saya gak balik gitu ? trs 1 lagi pesan barang harga 600k lebih harusnya di kirim instant dam ternyata gak di kirim. tertulis batal otomatis sejak tgl 11 ,dan harusnya dah terbatalkan dana k3mbali ke saya. eh kenapa sampe tgl 14 hari ini gak ada dan masih status dibproses ? gini aja kantor toko pedia saya samperin",1,Tokopedia
bagus aku sukak,4,Tokopedia
CC BRI Tokopedia Card Akan Lebih Mantap Jika Ada Opsi Cicilan 0% 24 Bulan!,3,Tokopedia
"kecewa, akun saya di pake orang dan pakai paylater aku di saat aku tidak online dan tidak bisa di batalkan pesanan nya",1,Tokopedia
"promo banyak,gratis ongkir juga ada. pelayanan tiap toko tidak diperhatikan, fokus nya ngasih diskon doang. notif tembus 999+, mending tiktok shop.",1,Tokopedia
amanah ya👍,5,Tokopedia
"bisa nggk sih, kalo buat iklan di hp itu, kalo iklannya udh habis jangan di arahkan secara paksa ke aplikasinya. saya itu lagi Ndak mau belanja malah seenaknya aja di lempar ke aplikasi. apalagi kalo mau main game. pas mau balik malah login ulang. padahal lagi seru-serunya jugak",2,Tokopedia
"gak ada free ongkir sama sekali, mau bangkrut kali",1,Tokopedia
"admin cs nya lemot, bales chat customer lama bgt, pertanyaan apa jawabannya ga sesuai ga memuaskan!, sudah 2 minggu paket saya gatau kemana, bilangnya sabar² mulu uang sayaa kembalikan!",1,Tokopedia
"algoritma produk ngawur, pencet opsi nggak ngaruh",1,Tokopedia
ok,5,Tokopedia
"produk salah kirim, ribet untuk komplain gagal mulu upload komplain",1,Tokopedia
makin kesini makin lemot kebanyakan fitur malah yang jualan pada ngawur,1,Tokopedia
coba coba nyari pengalaman .. bosen .disini gimana moga lyanan dan harga nya trjangkau..tau cod bisa ga..coba dulu,5,Tokopedia
sangat terjangkau paling enak blanja disini,5,Tokopedia
"saya dulu pelanggan toped terlama, tapi kualitas pelayanan, serta resfon yg kian memburuk serta ongkir yg mahal, akhirnya saya pindah ke apk lain",2,Tokopedia
sangat membantu saya,5,Tokopedia
"aplikasi penipu, diskon abal abal",1,Tokopedia
banyak seler penipu ... sudah lapor cs udah 3 hari masih proses saja... padahal bukti2 udah di kirim semua....,1,Tokopedia
ok,5,Tokopedia
okay,5,Tokopedia
"pihak tokopedia hanya mementingkan keuntungan juga membela pihak expedisi J&T Express yang sudah jelas jelas lalai dalam pengiriman,pengiriman sudah melewati estimasi dari tgl 9-12-25 sampai sekarang tgl 14-12-25 masih belum ada penjelasan kapan paket akan dikirim dan pihak tokopedia hanya bisa suruh menunggu terus tanpa ada kepastian padahal sudah melewatu estimasi paket bisa dibatalkan tapi ini hanya mengulur2 waktu demi expedisi J&T Express.",1,Tokopedia
toko pedia memang hebat semoga kedepannya lebih banyak promonya dan gratis ongkir,5,Tokopedia
"Makin kesini makin ribet, pesan belum ada 1 menit status dah dipacking aja, pembatalan pesanan juga nunggu persetujuan penjual yang responnya lama, sangat mengecewakan.",1,Tokopedia
mantap,5,Tokopedia
Tokopedia tempat berbelanja yg aman dan terpercaya,5,Tokopedia
terimakasih kepada Tokopedia sangat membantu kami untuk memilih produk yang kami mau pesan,5,Tokopedia
aplikasinya bagus bangett🧚🏼‍♀️✨️,5,Tokopedia
eror... ga bisa masuk ke aplikasi nya.. logout sendiri setelah login,2,Tokopedia
"ternyata penjual di TOKOPEDIA jual EMAS PALSU, saya beli emas dan dikirim palsu sudah di cek di antam, ini tim moderasinya tokopedia bagaimana?",1,Tokopedia
servisnya bagus,5,Tokopedia
"pelayanan komplain buruk, ganti nomer karena sudah tidak aktif belibet. semua admin cs nya hanya template sop tanpa memberikan solusi.",1,Tokopedia
"transaksi dibatalkan sepihak sistem tapi tidak ketauan masalahanya apa, tidak bisa cek status, uang pembayarab Briva tidak kembali, hubungi CS diminta hanya diminta menunggu tanpa solusi dan ditinggal pergi CS.",1,Tokopedia
"saya ubah penilaian saya, aplikasi yg sudah loyo, tidak bisa bersaing, tapi minta update terus",2,Tokopedia
mantab,4,Tokopedia
okelah,5,Tokopedia
ok,5,Tokopedia
diskonnya hilang waktu co. diskonnya goib kah?,1,Tokopedia
"Afiliasi Peraturannya sangat ketat, Buang Waktu! Lebih baik buat konten di YouTube, Lebih pasti!",1,Tokopedia
sangat kecewa dengan toko pedia yg sekarang.layanan super parah.belanja tidak dikirim2 saldo refund nya di tahan ampe berhari2.shop online paling ga menyenangkan.padahal dulu tidak seperti ini.parah banget.,1,Tokopedia
permudah chat admin sperti di shopee mudahkan agar bisa cod sprt di tiktok,5,Tokopedia
Ternyata mudah sekali cara nya...,5,Tokopedia
Ok,5,Tokopedia
tolong di cek lagi untuk toko2nya. banyak toko penipu yang merugikan konsumen.,3,Tokopedia
"tolong munculin notifikasi sesuai dengan kontennya. setiap muncul notifikasi "" tolong check barang ini perlu konfirmasi "" pas dibuka taunya masuk ke produk jualan. meresahkan sekali",5,Tokopedia
cuma Tokopedia yang jual barang original asli 100% Terima kasih,5,Tokopedia
MALAH SUSAH LOGIN EROR APA GIMANA INI??,1,Tokopedia
ok,1,Tokopedia
"ongkir nya ga ngotak...liat noh sebelah, barang yg sama harga lebih murah dpt ongkir 0 aplikasi olshop satu ini benar benar lawak",1,Tokopedia
"canggih, full Klik IT....",5,Tokopedia
coba ada gratis ongkir kaya toko sebelah pasti enak banyak yg pesan di sini,3,Tokopedia
"gimana mau maju tokopedia, pake vocer gak bisa. setelah dibayar malahan saldo gak bisa dikembalikan. mau ditarik fitur top upnya juga gak ada. gak rekomendasikan apk ini. lebib baik toko oren sebelah lebih gampang dan gak ribet.",1,Tokopedia
TOKOPEDIA PASSWORDNYA : PENGIRIMAN LELET,1,Tokopedia
"ongkir mahal, mending shopee",1,Tokopedia
"semenjak bergabung dengan tiktok bukan mempermudah malah mempersulit , singkron nya susah , bikin product kebnyakn aturan inilah itu lah , beda sama yg sebelah tidak mempersulit , tolong lah jangan mempersulit",5,Tokopedia
mantap,5,Tokopedia
"bug urusin ,lucu fitur chat ke sellernya gk masuk tpi notif masuk aneeeeeh jual aja udh platformnya",1,Tokopedia
ok,3,Tokopedia
"Masih banyak penjual nipu tapi anehnya bisa lolos sekelas toped ,banyak ngejual barang beda sama deskripsi, dan untuk pengembalian barang dan dana lama harus menunggu pihak penjual,tidak bisa langsung seperti toko Oren.",1,Tokopedia
massa coba kasih 3bintang,3,Tokopedia
iklan gka jelas,1,Tokopedia
"Masa pas di klik beli harganya 50.680 pas mau di checkout jadi 74.800, wkwkwkwk. dah lah mending di sebelah aja.",2,Tokopedia
aplikasi letoy ketik pencarian barang eror terus mending shopy sekali ketik langsung dapet...,2,Tokopedia
udah cocok aja,5,Tokopedia
bagus toko pedia serba ada mau beli pulsa / paket data juga ada tidak usah bingung nyari conter pulsa 👍👍👍👍👍,5,Tokopedia
cs nya sepertinya kurang paham dengan pertanyaan konsumen,1,Tokopedia
"pengiriman instan 3jam malah sampai besok hari. buat apa instan kalo sampe besok ANEH. pencarian driver mental terus, dari jam 1 siang sampe besoknya, jam 11 siang baru dapet driver.",1,Tokopedia
"sangat mudah , murah dan membantu",5,Tokopedia
gopay is the best,5,Tokopedia
good,1,Tokopedia
mantap terbaik,5,Tokopedia
"Saya ingin belanja di tokopedia cod yang gratis ongkir, diskon, dan dapat vocer ngga mau ketipu beli barang dapat yang kw yang ngga punya merk sendiri. tapi plis jangan error.",5,Tokopedia
